time,open,close,high,low,vol,amount,market
1619661600.0,43.363,42.5041,43.801,42.0052,298.58463496,12805.065875672368,UNIUSDT
1619668800.0,42.504,42.6999,42.7,41.5435,752.11535694,31688.73042204151,UNIUSDT
1619676000.0,42.6999,42.393,42.959,42.0,442.85330575,18806.210569405506,UNIUSDT
1619683200.0,42.4179,42.4649,42.9295,41.8129,529.31623971,22407.268986100786,UNIUSDT
1619690400.0,42.4649,42.296,42.7529,41.9901,411.48773144,17395.19447556751,UNIUSDT
1619697600.0,42.2369,41.592,42.8,41.33,869.93408538,36563.691913364615,UNIUSDT
1619704800.0,41.527,41.269,42.0606,41.0015,511.32981443,21192.936808278846,UNIUSDT
1619712000.0,41.39,40.161,41.39,39.65,1154.31774801,46562.555419268196,UNIUSDT
1619719200.0,40.156,40.765,40.906,39.837,388.87857046,15645.20311549316,UNIUSDT
1619726400.0,40.673,41.112,41.1558,40.0757,388.74034852,15801.003495332308,UNIUSDT
1619733600.0,41.0541,41.0571,41.6954,41.0541,178.54420573,7374.706916386358,UNIUSDT
1619740800.0,41.0561,40.261,41.1532,40.1171,309.86567997,12519.66337221582,UNIUSDT
1619748000.0,40.254,40.272,40.5,39.823,240.48670018,9668.534529328797,UNIUSDT
1619755200.0,40.259,41.2245,41.2447,40.259,1317.22004206,53538.920174768675,UNIUSDT
1619762400.0,41.1554,40.624,41.355,40.608,678.05362305,27858.852459055353,UNIUSDT
1619769600.0,40.7237,41.0032,41.3098,40.637,683.9893008,28011.815784968625,UNIUSDT
1619776800.0,40.8952,39.9233,41.1047,39.9229,386.35346295,15700.817071163165,UNIUSDT
1619784000.0,40.0082,40.4678,40.4823,39.8794,520.62805102,20853.66291023713,UNIUSDT
1619791200.0,40.4686,39.7173,40.7999,39.1,926.29578335,37048.028856228484,UNIUSDT
1619798400.0,39.7163,40.3216,40.8143,39.3561,1003.76125495,40423.82158049618,UNIUSDT
1619805600.0,40.3219,40.85,41.0881,40.215,1748.84001276,71237.57661481043,UNIUSDT
1619812800.0,40.8498,40.2094,40.8711,40.178,944.27038156,38272.7193198652,UNIUSDT
1619820000.0,40.2128,40.8701,40.8701,40.0046,380.50233156,15345.132129145535,UNIUSDT
1619827200.0,40.8701,40.2955,40.9113,40.091,571.92557385,23169.97345355368,UNIUSDT
1619834400.0,40.2862,41.379,41.393,40.2862,302.78482318,12439.317740743323,UNIUSDT
1619841600.0,41.379,40.912,41.4,40.7001,859.88012399,35300.097278442314,UNIUSDT
1619848800.0,40.858,40.6776,41.1995,40.3681,697.78853996,28444.54377152696,UNIUSDT
1619856000.0,40.6913,39.8582,41.1996,39.4533,1418.23009787,57106.98334830234,UNIUSDT
1619863200.0,39.856,40.1438,40.2539,39.622,342.4226657,13675.205893968128,UNIUSDT
1619870400.0,40.0239,39.961,40.5377,39.932,1429.54995729,57459.71372839731,UNIUSDT
1619877600.0,39.961,39.4736,40.0,39.2091,1999.01223268,79371.17603427623,UNIUSDT
1619884800.0,39.5702,40.0132,40.3597,39.382,762.55325763,30423.90230016582,UNIUSDT
1619892000.0,40.0174,40.105,40.4999,39.85,474.08779816,19079.546471878868,UNIUSDT
1619899200.0,40.1057,39.6204,40.3988,39.6038,403.74163809,16159.441839428602,UNIUSDT
1619906400.0,39.6202,40.248,40.248,39.5621,108.03437357,4317.853671972673,UNIUSDT
1619913600.0,40.3,40.0896,40.399,39.7073,182.33937847,7296.521595241017,UNIUSDT
1619920800.0,40.084,39.3993,40.3582,39.364,349.33803094,13889.202497133,UNIUSDT
1619928000.0,39.3057,39.9733,40.0856,39.3001,591.60005091,23518.58784303932,UNIUSDT
1619935200.0,39.8607,39.7819,40.0,39.4,357.39122303,14196.722157226703,UNIUSDT
1619942400.0,39.7859,39.742,39.8936,39.3463,535.55283213,21207.488299672976,UNIUSDT
1619949600.0,39.75,41.044,41.2,39.7499,1873.76231478,76101.00147477616,UNIUSDT
1619956800.0,41.06,42.1086,43.1187,40.8085,3390.22682697,142701.0276433782,UNIUSDT
1619964000.0,42.0294,43.0,43.0,41.8036,821.7456602,34781.109841848775,UNIUSDT
1619971200.0,43.0,42.413,43.0,42.072,1097.52975219,46520.56098726598,UNIUSDT
1619978400.0,42.4132,43.072,43.3056,42.3321,1084.80145723,46469.45198222044,UNIUSDT
1619985600.0,43.0706,42.8609,43.2248,42.6936,714.66419508,30646.86111561995,UNIUSDT
1619992800.0,42.9999,42.6624,42.9999,42.1,496.15843946,21112.14709996975,UNIUSDT
1620000000.0,42.9275,43.4327,43.5,42.7633,617.88410176,26634.471618289575,UNIUSDT
1620007200.0,43.4306,44.521,44.95,43.4306,978.16773102,43333.36082347651,UNIUSDT
1620014400.0,44.3785,44.5588,45.0,44.364,1345.61300374,60205.86680866609,UNIUSDT
1620021600.0,44.829,44.3882,45.0999,44.0256,2152.70314609,95784.39821005873,UNIUSDT
1620028800.0,44.3877,43.9833,44.9579,43.9341,1226.20941431,54381.099554450186,UNIUSDT
1620036000.0,43.9341,43.7002,44.3329,43.7,1236.49309916,54392.95300869548,UNIUSDT
1620043200.0,43.7,42.6575,43.8459,42.0101,1248.05670745,53952.294761786696,UNIUSDT
1620050400.0,42.6164,42.8001,43.9999,42.5838,910.76798141,39377.175042991934,UNIUSDT
1620057600.0,42.8132,43.3193,43.7,42.8132,1305.13609895,56452.830925635535,UNIUSDT
1620064800.0,43.2455,42.2048,43.4317,41.8001,818.52879126,34781.10505514005,UNIUSDT
1620072000.0,42.2071,41.9481,42.535,41.223,2108.65819443,88425.15300619895,UNIUSDT
1620079200.0,41.9472,42.4369,42.843,41.9472,774.12902289,32766.55645260989,UNIUSDT
1620086400.0,42.4371,41.0038,42.4744,40.0,788.57118212,32337.462278996027,UNIUSDT
1620093600.0,40.91,40.8863,41.1938,40.299,763.98988172,31147.39776410474,UNIUSDT
1620100800.0,40.8874,41.9637,42.0999,40.8526,656.74701829,27233.836311624622,UNIUSDT
1620108000.0,41.9622,41.1,42.1398,41.1,572.86512608,23899.533881151827,UNIUSDT
1620115200.0,41.1042,41.5717,41.9426,40.696,1230.73207594,50599.520339984105,UNIUSDT
1620122400.0,41.5714,42.2506,42.8953,41.5714,1057.15837033,44618.791596321884,UNIUSDT
1620129600.0,42.4175,43.1457,44.6419,42.2822,2045.02124487,89384.81170419823,UNIUSDT
1620136800.0,43.3,40.8293,43.3611,40.0704,1538.96226393,64063.44796140672,UNIUSDT
1620144000.0,40.5468,41.9805,42.0835,40.002,942.83215036,38567.18959249799,UNIUSDT
