time,open,close,high,low,vol,amount,market
1620021600.0,1.654429,1.64,1.668,1.64,6104.6461753,10106.191841853646,GRTUSDT
1620025200.0,1.640003,1.658313,1.6603,1.6333,4897.40640128,8074.022604922962,GRTUSDT
1620028800.0,1.658313,1.650464,1.6603,1.643815,6203.7307784,10237.479452950156,GRTUSDT
1620032400.0,1.652,1.650693,1.66,1.64018,4098.65506415,6759.122619426933,GRTUSDT
1620036000.0,1.650751,1.648671,1.655733,1.64,4573.88725248,7533.906123772412,GRTUSDT
1620039600.0,1.6484,1.673025,1.686872,1.6484,6889.3289017,11507.820959406805,GRTUSDT
1620043200.0,1.67292,1.65649,1.681794,1.641785,4632.28377576,7700.737949479295,GRTUSDT
1620046800.0,1.656481,1.622179,1.670365,1.605227,5949.7002342,9783.167035602315,GRTUSDT
1620050400.0,1.62229,1.625361,1.638953,1.613468,4752.25254258,7726.971640558966,GRTUSDT
1620054000.0,1.625484,1.624096,1.635228,1.613009,5695.80551296,9259.281571627182,GRTUSDT
1620057600.0,1.623747,1.62685,1.632626,1.606497,7850.60893379,12696.264007544498,GRTUSDT
1620061200.0,1.626892,1.628054,1.638073,1.621238,4266.25035242,6953.672679085569,GRTUSDT
1620064800.0,1.628159,1.634982,1.6407,1.626027,7328.16321548,11983.954103023963,GRTUSDT
1620068400.0,1.634912,1.6284,1.639988,1.6198,8023.52296591,13076.639392676294,GRTUSDT
1620072000.0,1.628377,1.592022,1.6284,1.588937,5088.97595644,8178.432085351638,GRTUSDT
1620075600.0,1.591985,1.588246,1.595058,1.57556,18049.09665822,28549.268134157763,GRTUSDT
1620079200.0,1.588238,1.600035,1.601542,1.574473,3311.23187804,5253.269458175768,GRTUSDT
1620082800.0,1.599997,1.589796,1.604301,1.589796,3094.62467873,4939.555501335997,GRTUSDT
1620086400.0,1.584993,1.506204,1.585091,1.4641,8184.79256186,12512.358101445821,GRTUSDT
1620090000.0,1.510967,1.529766,1.536093,1.501743,4031.32835035,6133.840286465221,GRTUSDT
1620093600.0,1.529556,1.516628,1.539253,1.507802,3616.52808596,5510.062376423949,GRTUSDT
1620097200.0,1.511698,1.527308,1.533859,1.505011,4107.34303953,6260.994661810075,GRTUSDT
1620100800.0,1.519093,1.545071,1.546944,1.519093,3263.03816434,5019.66057526906,GRTUSDT
1620104400.0,1.545061,1.553383,1.555401,1.544998,3941.22939022,6110.870654149953,GRTUSDT
1620108000.0,1.55336,1.554461,1.563062,1.549965,7166.67976339,11147.660311489462,GRTUSDT
1620111600.0,1.554459,1.5331,1.561114,1.530683,3465.41386002,5372.812771656247,GRTUSDT
1620115200.0,1.530637,1.521241,1.536398,1.513166,7285.81428107,11110.067227791584,GRTUSDT
1620118800.0,1.524725,1.539824,1.547506,1.524725,7655.03180729,11788.633659828847,GRTUSDT
1620122400.0,1.539826,1.560609,1.564666,1.539824,6142.38824976,9543.066763634295,GRTUSDT
1620126000.0,1.563409,1.551536,1.563508,1.545642,7424.19831625,11539.250990387254,GRTUSDT
1620129600.0,1.551607,1.543214,1.551607,1.516899,7309.15036713,11181.852121427546,GRTUSDT
1620133200.0,1.543214,1.522818,1.546737,1.506605,6589.74383304,10062.131820407294,GRTUSDT
1620136800.0,1.522805,1.48415,1.522818,1.472675,12196.17337549,18264.837146124253,GRTUSDT
1620140400.0,1.479509,1.45202,1.493011,1.43,7484.60283436,10951.366014162388,GRTUSDT
1620144000.0,1.45,1.442319,1.467479,1.41522,6834.72104844,9895.612249762089,GRTUSDT
1620147600.0,1.449419,1.474908,1.480946,1.437598,5609.04592492,8194.755403847943,GRTUSDT
1620151200.0,1.474945,1.49378,1.501437,1.474441,3873.57032019,5752.907939243732,GRTUSDT
1620154800.0,1.496414,1.495803,1.499239,1.484188,3775.59704887,5630.585682701688,GRTUSDT
1620158400.0,1.495791,1.499948,1.507321,1.478736,3693.13582059,5513.589387389283,GRTUSDT
1620162000.0,1.49624,1.476399,1.505725,1.475392,5490.24519738,8168.328862725959,GRTUSDT
1620165600.0,1.476394,1.478796,1.484005,1.4501,4331.19868482,6348.001397272521,GRTUSDT
1620169200.0,1.470094,1.427331,1.47736,1.425968,3760.62730292,5483.966432715278,GRTUSDT
1620172800.0,1.427413,1.497491,1.497602,1.423472,4070.43228989,5977.920436625968,GRTUSDT
1620176400.0,1.502851,1.508282,1.511102,1.482395,3840.13326418,5763.611129005044,GRTUSDT
1620180000.0,1.511158,1.497703,1.511158,1.491861,3174.96430408,4766.371115520052,GRTUSDT
1620183600.0,1.497612,1.482794,1.498027,1.475916,3433.15950147,5108.349838385049,GRTUSDT
1620187200.0,1.482789,1.47165,1.490462,1.47165,8508.27606528,12574.26849129408,GRTUSDT
1620190800.0,1.47165,1.494741,1.504161,1.4664,3824.21614725,5685.765965362469,GRTUSDT
1620194400.0,1.494765,1.480981,1.500479,1.4718,3430.31271815,5095.670101200816,GRTUSDT
1620198000.0,1.484115,1.508529,1.508529,1.479954,4117.0180736,6158.707310967874,GRTUSDT
1620201600.0,1.509866,1.5337,1.5337,1.5068,5328.91602279,8094.749465340402,GRTUSDT
1620205200.0,1.533695,1.53482,1.539429,1.524514,5088.24808118,7797.44690453808,GRTUSDT
1620208800.0,1.534846,1.535813,1.54053,1.526031,4095.94289741,6274.708601598564,GRTUSDT
1620212400.0,1.536821,1.526007,1.542038,1.521732,3831.1182179,5873.941853864674,GRTUSDT
1620216000.0,1.525769,1.544857,1.554308,1.525769,4678.51066101,7213.627846114747,GRTUSDT
1620219600.0,1.544885,1.540542,1.55029,1.535,4734.52231811,7294.122025020747,GRTUSDT
1620223200.0,1.537257,1.5264,1.537765,1.509157,4539.91481523,6912.282995714616,GRTUSDT
1620226800.0,1.528674,1.512977,1.531076,1.511957,8866.18182188,13501.092827174001,GRTUSDT
1620230400.0,1.515623,1.533912,1.541981,1.505235,4823.59507481,7385.914152663572,GRTUSDT
1620234000.0,1.535309,1.531804,1.536832,1.52154,4338.85609966,6639.746741467506,GRTUSDT
1620237600.0,1.531722,1.534126,1.548037,1.531722,5260.46967323,8098.827160265064,GRTUSDT
1620241200.0,1.534137,1.551893,1.554033,1.534137,6936.87613973,10717.772935199828,GRTUSDT
1620244800.0,1.551919,1.511838,1.551919,1.502191,7903.09269398,12034.439504793563,GRTUSDT
1620248400.0,1.511832,1.513079,1.523483,1.511765,4217.63794433,6397.747464130036,GRTUSDT
1620252000.0,1.513018,1.524243,1.536564,1.506,3459.15520463,5264.7169104107725,GRTUSDT
1620255600.0,1.531965,1.533844,1.546806,1.51401,4395.28658819,6736.95293458382,GRTUSDT
1620259200.0,1.5338,1.52644,1.5453,1.508558,3698.63975073,5644.091025104385,GRTUSDT
1620262800.0,1.525478,1.51688,1.530018,1.508396,3169.93352227,4820.663350169728,GRTUSDT
1620266400.0,1.516899,1.535098,1.539513,1.511798,2978.8145,4553.299045871,GRTUSDT
1620270000.0,1.534999,1.540547,1.540547,1.518728,3458.59969802,5284.47594166807,GRTUSDT
1620273600.0,1.540547,1.57771,1.584733,1.534585,7085.87236895,11096.54407429374,GRTUSDT
1620277200.0,1.577,1.574295,1.579727,1.565311,5778.18714414,9089.250865213073,GRTUSDT
1620280800.0,1.57445,1.522182,1.57445,1.522133,3549.16720882,5506.656028491028,GRTUSDT
1620284400.0,1.524142,1.54278,1.5472,1.516578,4131.45004866,6340.546932643716,GRTUSDT
1620288000.0,1.542773,1.545618,1.554265,1.536645,4740.77762748,7332.22540046487,GRTUSDT
1620291600.0,1.5415,1.558609,1.561317,1.538345,5403.25470125,8378.000954074667,GRTUSDT
1620295200.0,1.558633,1.586314,1.593052,1.553615,5270.11203588,8307.775292214752,GRTUSDT
1620298800.0,1.586422,1.59144,1.598348,1.570763,9179.13094615,14530.364149831676,GRTUSDT
